@relation californiaHousing

@attribute MedianHouseValue numeric
@attribute Longitude numeric
@attribute Latitude numeric
@attribute HousingMedianAge numeric
@attribute TotalRooms numeric
@attribute TotalBedrooms numeric
@attribute Population numeric
@attribute Households numeric
@attribute MedianIncome numeric

@data
242200.0,-118.13,34.19,43.0,1621.0,365.0,1015.0,329.0,2.92
500001.0,-118.4,34.06,52.0,1871.0,326.0,646.0,284.0,8.2961
271800.0,-121.91,37.23,22.0,2614.0,453.0,1240.0,462.0,6.0712
255000.0,-118.3,33.74,40.0,1896.0,416.0,950.0,383.0,2.425
208600.0,-118.46,34.25,32.0,2217.0,422.0,1064.0,427.0,3.6989
137500.0,-120.23,37.86,16.0,324.0,61.0,135.0,61.0,2.4615
121900.0,-122.26,38.15,26.0,3699.0,671.0,2388.0,699.0,4.0515
410200.0,-122.16,37.46,32.0,2663.0,661.0,1403.0,733.0,4.2667
231200.0,-121.99,37.56,20.0,6462.0,1294.0,3288.0,1235.0,4.3393
196400.0,-118.77,34.27,7.0,3074.0,794.0,1816.0,654.0,2.7137
212500.0,-122.42,37.76,46.0,2150.0,817.0,2075.0,807.0,1.3824
180400.0,-118.17,33.77,39.0,2953.0,878.0,1379.0,785.0,2.1378
395300.0,-118.03,33.7,15.0,3244.0,421.0,1259.0,413.0,7.7854
442900.0,-122.43,37.78,52.0,4014.0,1069.0,2070.0,927.0,2.8202
76800.0,-119.79,36.55,32.0,1393.0,276.0,999.0,245.0,2.0216
411600.0,-117.19,32.75,52.0,1388.0,213.0,513.0,211.0,6.1309
201000.0,-118.11,34.08,30.0,2350.0,472.0,945.0,467.0,3.3421
65600.0,-119.83,36.79,35.0,1872.0,363.0,1054.0,369.0,3.3272
131300.0,-117.25,33.2,10.0,2050.0,473.0,1302.0,471.0,2.7961
166800.0,-117.97,34.06,34.0,3580.0,684.0,2786.0,636.0,4.0469
248600.0,-122.06,37.71,36.0,3541.0,570.0,1478.0,529.0,4.635
265200.0,-122.62,38.54,24.0,2409.0,464.0,1006.0,403.0,4.5167
473000.0,-118.46,34.02,46.0,2571.0,502.0,1225.0,501.0,6.0436
174300.0,-118.44,34.26,34.0,325.0,60.0,433.0,83.0,5.5124
500001.0,-118.35,34.15,52.0,1680.0,238.0,493.0,211.0,9.042
214200.0,-122.41,37.7,23.0,1817.0,400.0,1376.0,382.0,2.4113
137500.0,-122.21,37.78,49.0,898.0,244.0,779.0,245.0,3.0536
417900.0,-118.36,34.16,42.0,2304.0,442.0,862.0,429.0,4.3542
176300.0,-117.16,32.81,34.0,2275.0,375.0,1021.0,379.0,3.6371
441100.0,-122.5,37.91,31.0,7001.0,1282.0,2755.0,1267.0,5.4851
146100.0,-122.32,37.95,35.0,1612.0,354.0,887.0,331.0,2.5769
132400.0,-117.26,34.24,10.0,4750.0,844.0,1220.0,428.0,4.5536
276000.0,-117.2,32.79,31.0,3417.0,533.0,1245.0,532.0,4.7788
133300.0,-118.33,34.0,47.0,825.0,187.0,416.0,173.0,2.3333
193900.0,-117.94,34.06,34.0,1921.0,422.0,1230.0,447.0,3.6648
146300.0,-120.61,37.32,18.0,5009.0,826.0,2497.0,805.0,4.25
183700.0,-118.12,33.92,27.0,6336.0,1628.0,4673.0,1505.0,2.5893
245100.0,-118.33,34.17,48.0,2584.0,483.0,1118.0,459.0,4.2396
500001.0,-122.26,37.46,26.0,5067.0,750.0,1996.0,728.0,7.0001
164200.0,-118.02,34.08,31.0,2402.0,632.0,2830.0,603.0,2.3333
250000.0,-118.15,33.78,35.0,2768.0,752.0,1277.0,651.0,3.6193
210900.0,-122.15,37.72,31.0,1616.0,372.0,739.0,379.0,2.9097
116900.0,-117.07,32.74,37.0,1042.0,205.0,589.0,208.0,2.6629
500001.0,-121.99,37.25,22.0,4240.0,532.0,1480.0,514.0,11.2463
366700.0,-118.32,34.16,49.0,1074.0,170.0,403.0,208.0,6.2547
55300.0,-121.25,37.95,40.0,1703.0,362.0,1208.0,373.0,2.0817
179200.0,-118.01,34.09,29.0,3402.0,747.0,2331.0,690.0,3.6094
52500.0,-119.09,34.22,8.0,40.0,10.0,309.0,16.0,4.0208
275000.0,-120.85,37.55,45.0,350.0,62.0,187.0,63.0,2.5938
450400.0,-117.15,33.02,4.0,15029.0,2279.0,5613.0,1696.0,7.2731
398800.0,-122.26,38.36,25.0,1821.0,344.0,349.0,179.0,6.9931
169100.0,-117.39,33.98,37.0,2337.0,452.0,948.0,437.0,3.145
156500.0,-121.05,37.93,17.0,2474.0,480.0,1649.0,453.0,3.275
243000.0,-122.08,37.95,24.0,3173.0,548.0,1351.0,536.0,5.0672
236200.0,-122.47,37.65,27.0,8103.0,1655.0,5023.0,1605.0,4.6452
76600.0,-118.98,35.4,36.0,1864.0,331.0,1052.0,325.0,3.4205
170800.0,-118.09,34.07,26.0,794.0,182.0,709.0,170.0,3.175
131700.0,-118.19,34.04,39.0,1074.0,323.0,1613.0,308.0,2.3015
86700.0,-120.01,38.91,17.0,2732.0,609.0,1005.0,499.0,1.9851
175000.0,-117.12,32.77,48.0,2012.0,422.0,893.0,394.0,2.7928
81300.0,-119.75,36.78,33.0,1145.0,197.0,508.0,198.0,2.3333
361500.0,-122.55,38.02,27.0,4985.0,711.0,1928.0,742.0,6.4978
96700.0,-122.18,37.76,49.0,2308.0,452.0,1299.0,451.0,1.8407
65000.0,-121.54,39.12,17.0,4251.0,899.0,3265.0,934.0,2.3496
225200.0,-118.37,34.43,11.0,17339.0,2866.0,8721.0,2803.0,5.9507
54400.0,-115.96,33.3,27.0,322.0,81.0,112.0,57.0,1.125
111400.0,-121.42,38.6,36.0,1327.0,209.0,613.0,230.0,3.8672
500001.0,-117.8,33.53,41.0,2017.0,489.0,783.0,403.0,4.1591
350000.0,-122.4,37.78,32.0,352.0,132.0,313.0,105.0,2.5742
420300.0,-122.47,37.76,34.0,2807.0,487.0,1152.0,445.0,5.1893
103800.0,-118.3,34.02,27.0,2190.0,626.0,1768.0,528.0,1.2446
68900.0,-115.84,33.49,20.0,1660.0,379.0,637.0,250.0,2.0347
199400.0,-116.54,33.81,24.0,6087.0,1217.0,1721.0,833.0,3.1493
67000.0,-117.3,34.11,42.0,525.0,111.0,444.0,120.0,2.6771
102900.0,-119.03,35.3,10.0,829.0,146.0,447.0,173.0,4.1484
206800.0,-118.08,34.09,32.0,3214.0,718.0,2316.0,751.0,3.7066
178400.0,-122.31,37.91,43.0,2549.0,511.0,1060.0,528.0,3.6417
500001.0,-122.44,37.8,52.0,3830.0,1142.0,1310.0,963.0,3.4801
164300.0,-122.28,37.86,52.0,1659.0,367.0,788.0,346.0,2.8214
94500.0,-118.3,37.17,22.0,3480.0,673.0,1541.0,636.0,2.75
221600.0,-118.5,34.27,35.0,2235.0,390.0,1148.0,416.0,4.869
150400.0,-117.81,34.11,21.0,3481.0,808.0,1866.0,746.0,3.6201
128500.0,-121.81,38.45,24.0,1951.0,341.0,1140.0,338.0,3.7061
179200.0,-118.0,33.76,14.0,1120.0,319.0,982.0,307.0,2.9083
193500.0,-121.88,37.35,43.0,1086.0,219.0,715.0,226.0,4.2381
114200.0,-117.37,33.99,44.0,917.0,224.0,666.0,220.0,1.685
106300.0,-122.23,37.79,49.0,1175.0,217.0,859.0,219.0,2.293
279300.0,-118.32,34.17,40.0,1868.0,356.0,799.0,403.0,2.9306
147500.0,-116.99,33.92,26.0,503.0,69.0,293.0,59.0,3.7083
187900.0,-118.45,34.44,16.0,13406.0,2574.0,7030.0,2440.0,4.6861
424400.0,-122.54,37.89,33.0,4971.0,836.0,1907.0,795.0,6.1275
289100.0,-121.87,37.34,39.0,2479.0,541.0,1990.0,506.0,2.4306
183000.0,-118.45,34.22,24.0,3442.0,1168.0,4625.0,1097.0,2.0699
104200.0,-121.41,38.6,16.0,5407.0,1467.0,2523.0,1265.0,2.0471
303900.0,-117.68,33.6,19.0,3913.0,460.0,1646.0,454.0,7.2147
113300.0,-117.43,33.93,36.0,2386.0,396.0,1176.0,374.0,4.5122
308900.0,-118.31,33.8,29.0,2795.0,572.0,1469.0,557.0,3.7167
237600.0,-118.03,33.79,26.0,5321.0,889.0,2932.0,896.0,5.8914
72800.0,-121.27,37.98,43.0,1005.0,200.0,492.0,172.0,2.6812
142500.0,-117.69,34.08,30.0,4255.0,773.0,2129.0,730.0,4.5185
155000.0,-121.76,36.91,23.0,1276.0,437.0,1359.0,376.0,1.9609
249600.0,-120.65,35.29,36.0,1940.0,315.0,850.0,298.0,3.1818
187500.0,-119.3,34.27,17.0,1527.0,503.0,688.0,423.0,1.6007
162500.0,-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938
85600.0,-118.96,35.38,41.0,2417.0,435.0,973.0,406.0,3.0568
131900.0,-118.17,34.06,44.0,1856.0,461.0,1853.0,452.0,2.5033
148500.0,-118.36,33.94,38.0,2169.0,688.0,3036.0,639.0,2.3125
150000.0,-117.09,32.63,33.0,620.0,161.0,420.0,164.0,1.8417
59900.0,-119.56,36.71,37.0,1609.0,374.0,1173.0,344.0,2.181
163900.0,-122.05,37.61,16.0,1642.0,346.0,705.0,351.0,2.8971
281900.0,-121.95,37.32,20.0,1145.0,198.0,431.0,173.0,3.1103
206700.0,-117.72,33.99,14.0,5622.0,861.0,3108.0,821.0,5.7763
246400.0,-118.55,34.21,35.0,2592.0,490.0,1427.0,434.0,5.0623
270500.0,-118.3,33.74,28.0,1065.0,215.0,887.0,217.0,3.9375
254400.0,-117.21,32.87,12.0,1428.0,303.0,528.0,269.0,4.1429
160500.0,-117.97,34.09,27.0,3569.0,761.0,3339.0,762.0,4.1304
338700.0,-117.29,33.06,20.0,2110.0,335.0,1008.0,325.0,6.1509
243000.0,-122.42,37.74,52.0,1540.0,370.0,1136.0,363.0,4.3125
171700.0,-117.13,32.77,30.0,2582.0,650.0,1098.0,603.0,2.8281
105300.0,-121.31,37.99,23.0,3135.0,707.0,1650.0,680.0,1.886
382200.0,-122.3,37.52,32.0,2297.0,347.0,871.0,342.0,8.1039
51800.0,-120.04,36.96,23.0,2126.0,506.0,2091.0,491.0,1.3713
500001.0,-122.44,37.79,52.0,1979.0,359.0,648.0,370.0,5.3124
111400.0,-118.15,34.59,33.0,2111.0,429.0,1067.0,397.0,3.7344
162500.0,-122.24,37.77,43.0,955.0,284.0,585.0,266.0,2.3882
214000.0,-116.98,32.75,25.0,4137.0,662.0,1905.0,630.0,4.375
72500.0,-122.42,37.78,17.0,1257.0,339.0,1093.0,384.0,1.8438
92800.0,-118.26,33.91,33.0,954.0,241.0,655.0,218.0,2.5882
500001.0,-118.42,34.05,52.0,2533.0,402.0,981.0,386.0,7.8164
382100.0,-117.27,32.99,21.0,3318.0,578.0,1273.0,538.0,5.5922
164700.0,-121.79,37.99,18.0,3646.0,534.0,1651.0,535.0,5.7321
233300.0,-122.41,37.76,52.0,2064.0,496.0,1726.0,466.0,3.4028
150100.0,-116.99,32.7,15.0,3660.0,622.0,2629.0,612.0,4.0444
93400.0,-122.69,38.94,9.0,1245.0,234.0,517.0,187.0,3.125
313700.0,-121.86,37.7,13.0,9621.0,1344.0,4389.0,1391.0,6.6827
199200.0,-118.54,34.21,32.0,2593.0,566.0,1596.0,547.0,3.9886
264200.0,-117.93,33.68,33.0,2664.0,432.0,1197.0,429.0,5.069
182100.0,-117.91,33.72,32.0,2436.0,504.0,2839.0,516.0,4.5607
90000.0,-117.25,34.13,33.0,2898.0,503.0,1374.0,487.0,3.6856
292300.0,-122.42,37.73,52.0,3230.0,654.0,1765.0,611.0,3.3333
291100.0,-122.63,38.21,22.0,2933.0,461.0,1283.0,449.0,6.2034
103200.0,-118.22,33.91,28.0,1847.0,500.0,2263.0,473.0,1.5161
139000.0,-121.22,38.68,10.0,6262.0,1278.0,2954.0,1169.0,3.4506
153300.0,-117.07,32.69,28.0,1485.0,275.0,820.0,283.0,4.069
108800.0,-117.27,34.45,8.0,6463.0,1095.0,3213.0,1031.0,3.2215
253800.0,-117.17,34.28,13.0,4867.0,718.0,780.0,250.0,7.1997
425000.0,-122.16,37.45,47.0,4234.0,1156.0,1808.0,1093.0,4.2297
53200.0,-119.28,36.52,19.0,1402.0,324.0,1327.0,316.0,2.25
115000.0,-117.04,32.68,11.0,1875.0,357.0,1014.0,386.0,4.375
500001.0,-122.24,37.85,52.0,3726.0,474.0,1366.0,496.0,9.3959
209500.0,-118.36,34.19,46.0,1676.0,322.0,846.0,295.0,5.1814
139600.0,-121.96,38.54,6.0,1485.0,318.0,894.0,308.0,3.2222
194300.0,-117.87,34.13,29.0,1677.0,413.0,873.0,400.0,3.12
137000.0,-117.66,34.07,36.0,2072.0,408.0,964.0,395.0,2.8702
224600.0,-118.12,33.81,36.0,2565.0,458.0,1155.0,443.0,4.6087
126600.0,-118.2,34.02,42.0,498.0,120.0,548.0,119.0,3.7543
169200.0,-122.06,37.63,23.0,1939.0,356.0,841.0,364.0,3.3611
160600.0,-118.04,34.04,35.0,1734.0,363.0,1527.0,344.0,3.0
69800.0,-119.93,35.2,29.0,1649.0,342.0,671.0,264.0,3.0602
91400.0,-120.37,37.98,29.0,2508.0,591.0,1112.0,550.0,1.6021
182800.0,-122.13,37.68,45.0,2457.0,445.0,1129.0,422.0,4.0588
277200.0,-118.63,34.24,9.0,4759.0,924.0,1884.0,915.0,4.8333
110500.0,-121.03,37.68,27.0,1956.0,327.0,1004.0,307.0,3.7857
286000.0,-118.4,34.17,27.0,3588.0,911.0,1891.0,871.0,3.4013
260300.0,-122.41,37.76,52.0,3452.0,784.0,2987.0,753.0,2.8135
452800.0,-121.92,36.55,44.0,3494.0,635.0,693.0,415.0,3.6
141700.0,-117.08,32.64,11.0,1651.0,533.0,947.0,515.0,1.6806
72700.0,-119.84,36.8,16.0,2849.0,506.0,1508.0,478.0,3.4074
144700.0,-119.82,36.83,16.0,2868.0,376.0,1016.0,379.0,6.1175
200800.0,-118.0,33.89,35.0,1065.0,176.0,574.0,171.0,5.0384
232900.0,-118.16,33.94,25.0,5675.0,1224.0,3317.0,1119.0,3.9352
192300.0,-117.06,32.97,17.0,4754.0,877.0,2412.0,832.0,4.3548
74700.0,-119.72,36.75,11.0,4832.0,993.0,2190.0,888.0,2.6611
500001.0,-121.89,36.59,32.0,784.0,112.0,262.0,114.0,6.918
500001.0,-118.69,34.08,23.0,204.0,40.0,117.0,41.0,9.7646
107400.0,-120.99,37.67,16.0,568.0,124.0,307.0,116.0,2.1518
107400.0,-118.27,34.0,48.0,1869.0,461.0,1834.0,441.0,1.7052
386100.0,-117.76,33.72,11.0,4508.0,618.0,1993.0,573.0,10.4498
208600.0,-118.27,33.84,24.0,6303.0,1277.0,3728.0,1252.0,3.9227
217700.0,-118.25,34.23,41.0,1979.0,496.0,1157.0,459.0,4.4083
332400.0,-118.3,34.19,51.0,1502.0,243.0,586.0,231.0,4.375
500001.0,-122.18,37.44,44.0,2237.0,347.0,948.0,346.0,8.2436
214700.0,-121.22,38.71,23.0,1843.0,273.0,818.0,276.0,4.4695
255000.0,-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233
220000.0,-118.31,34.08,23.0,1443.0,521.0,1264.0,450.0,2.7543
198600.0,-118.15,33.78,12.0,4436.0,1133.0,2176.0,1002.0,3.5812
164600.0,-119.64,37.61,30.0,2857.0,661.0,291.0,135.0,2.6838
332600.0,-118.36,33.86,36.0,681.0,122.0,360.0,128.0,5.2799
65900.0,-121.43,38.64,34.0,2010.0,411.0,1501.0,422.0,2.0417
112500.0,-119.29,36.33,19.0,792.0,232.0,641.0,222.0,0.7445
47400.0,-118.98,36.06,33.0,2043.0,443.0,1497.0,417.0,2.343
194500.0,-122.28,38.32,12.0,4609.0,1005.0,2293.0,960.0,3.4543
237500.0,-118.31,33.88,21.0,1490.0,430.0,686.0,400.0,2.3812
500001.0,-122.02,37.29,25.0,3845.0,492.0,1461.0,475.0,10.3979
160200.0,-122.69,38.34,16.0,1683.0,341.0,880.0,327.0,3.2857
299600.0,-117.26,33.08,12.0,5080.0,814.0,1958.0,716.0,5.3905
113700.0,-117.22,33.81,4.0,9911.0,1946.0,5145.0,1661.0,3.4237
350000.0,-122.41,37.79,52.0,2161.0,544.0,904.0,431.0,3.5066
500001.0,-122.25,37.87,52.0,609.0,236.0,1349.0,250.0,1.1696
342000.0,-118.35,34.08,52.0,2088.0,388.0,908.0,375.0,3.8141
103100.0,-122.59,38.78,15.0,764.0,145.0,366.0,143.0,3.375
430900.0,-118.02,34.13,33.0,2874.0,458.0,1239.0,431.0,5.2329
182200.0,-121.84,37.35,20.0,3375.0,867.0,4610.0,860.0,2.6894
181500.0,-118.15,33.97,32.0,927.0,250.0,970.0,248.0,2.1591
80400.0,-117.22,34.11,26.0,2972.0,603.0,1972.0,532.0,2.0388
366000.0,-118.02,34.12,37.0,2250.0,360.0,989.0,329.0,6.1536
202800.0,-118.0,33.82,24.0,3002.0,644.0,1495.0,634.0,3.1087
121400.0,-120.02,38.76,15.0,3142.0,618.0,725.0,285.0,4.3333
234600.0,-121.99,36.98,25.0,2113.0,422.0,1365.0,439.0,4.6484
59600.0,-115.55,32.79,23.0,1004.0,221.0,697.0,201.0,1.6351
223900.0,-118.14,33.93,31.0,3205.0,727.0,1647.0,664.0,3.3681
158000.0,-120.41,34.86,15.0,978.0,187.0,407.0,182.0,4.375
230200.0,-117.91,33.91,32.0,1530.0,301.0,666.0,276.0,4.125
118800.0,-121.36,38.55,33.0,1191.0,198.0,554.0,191.0,2.8021
500001.0,-122.08,37.36,28.0,2181.0,284.0,728.0,238.0,8.2266
150900.0,-118.08,34.0,35.0,1188.0,342.0,1373.0,332.0,2.9107
341800.0,-122.13,37.73,33.0,1996.0,268.0,686.0,270.0,6.9096
80400.0,-117.72,33.61,26.0,2033.0,463.0,618.0,450.0,2.5685
218000.0,-117.96,33.8,35.0,1493.0,267.0,811.0,272.0,5.244
154200.0,-117.93,34.09,37.0,1185.0,225.0,769.0,235.0,4.4625
388900.0,-118.05,34.17,45.0,2535.0,455.0,1036.0,437.0,5.0482
225000.0,-118.27,34.05,26.0,1164.0,674.0,1685.0,541.0,1.5727
169100.0,-121.82,36.61,24.0,2437.0,438.0,1430.0,444.0,3.8015
115400.0,-121.3,38.69,21.0,6575.0,1105.0,3358.0,1098.0,4.0739
182300.0,-118.6,34.21,19.0,2581.0,857.0,2004.0,784.0,2.6159
458300.0,-122.51,37.89,27.0,2674.0,565.0,1233.0,547.0,3.4485
225000.0,-122.4,37.75,26.0,54.0,9.0,23.0,9.0,6.1359
127700.0,-117.08,33.11,28.0,2094.0,585.0,1556.0,563.0,2.2
362500.0,-117.75,33.72,10.0,2464.0,347.0,1241.0,366.0,8.7603
451300.0,-122.26,37.48,34.0,4453.0,682.0,1805.0,672.0,5.6038
181000.0,-118.34,34.02,48.0,1614.0,320.0,684.0,318.0,4.2218
113000.0,-119.33,36.31,15.0,1472.0,228.0,892.0,257.0,5.3909
160300.0,-118.31,34.26,41.0,1297.0,327.0,733.0,315.0,3.0583
282600.0,-118.12,34.1,49.0,2057.0,430.0,1103.0,414.0,4.0556
121200.0,-121.45,38.56,51.0,1250.0,235.0,452.0,232.0,2.625
120600.0,-117.03,32.72,37.0,2192.0,455.0,1515.0,446.0,3.0588
150000.0,-122.73,38.46,14.0,2324.0,754.0,1026.0,677.0,1.722
500000.0,-118.45,34.06,20.0,3367.0,1264.0,2667.0,1131.0,2.2444
185200.0,-117.95,33.87,35.0,1854.0,383.0,1115.0,381.0,4.4784
125000.0,-121.1,38.94,42.0,410.0,117.0,706.0,112.0,1.0179
101000.0,-122.06,40.55,17.0,3057.0,577.0,1497.0,556.0,3.5189
171300.0,-120.66,35.49,17.0,4422.0,945.0,2307.0,885.0,2.8285
179100.0,-119.18,34.19,36.0,4519.0,1081.0,4818.0,1061.0,2.8561
500001.0,-118.13,34.13,52.0,2826.0,381.0,924.0,365.0,7.9976
312100.0,-118.26,34.24,35.0,1535.0,283.0,816.0,287.0,6.1873
212500.0,-122.39,38.0,33.0,44.0,6.0,23.0,11.0,4.125
213200.0,-121.99,36.97,15.0,3044.0,786.0,1306.0,693.0,2.1771
216100.0,-117.23,32.8,31.0,1403.0,388.0,724.0,371.0,2.6403
63800.0,-119.33,36.19,27.0,418.0,163.0,332.0,141.0,1.0714
185100.0,-118.44,34.21,37.0,1665.0,335.0,1011.0,343.0,4.8703
115600.0,-116.54,33.82,12.0,9482.0,2501.0,2725.0,1300.0,1.5595
228800.0,-118.28,34.09,52.0,1739.0,464.0,938.0,482.0,2.4429
147800.0,-118.42,34.27,35.0,674.0,153.0,808.0,173.0,2.6667
267000.0,-117.2,32.86,4.0,4308.0,1095.0,1923.0,932.0,3.9356
152900.0,-117.97,34.01,33.0,3530.0,700.0,2959.0,679.0,3.7459
94300.0,-118.24,33.91,37.0,1607.0,377.0,1526.0,375.0,1.7158
304400.0,-122.0,37.06,20.0,2403.0,376.0,1149.0,369.0,6.0621
220900.0,-118.11,33.83,36.0,1784.0,303.0,964.0,299.0,4.2703
158300.0,-118.38,34.24,38.0,125.0,42.0,63.0,29.0,1.3594
99000.0,-121.29,38.02,12.0,2006.0,426.0,1849.0,396.0,2.5437
244600.0,-122.85,38.62,16.0,4418.0,704.0,1908.0,697.0,4.5913
313400.0,-120.0,38.93,17.0,8005.0,1382.0,999.0,383.0,3.9722
240000.0,-118.35,33.89,30.0,1143.0,299.0,776.0,273.0,4.2829
299400.0,-121.9,37.44,12.0,4228.0,734.0,2594.0,732.0,6.6086
85200.0,-120.85,37.77,10.0,423.0,110.0,295.0,94.0,1.3583
218300.0,-118.43,34.42,13.0,3600.0,580.0,1799.0,576.0,6.2971
172600.0,-118.09,33.99,34.0,1369.0,270.0,1005.0,272.0,3.692
93000.0,-120.23,39.56,14.0,1781.0,346.0,734.0,287.0,2.46
500001.0,-122.12,37.29,11.0,436.0,70.0,212.0,75.0,8.6196
86200.0,-118.28,33.95,41.0,835.0,208.0,707.0,192.0,1.4103
153400.0,-118.04,34.06,31.0,957.0,295.0,1300.0,287.0,2.1383
113600.0,-118.19,33.89,38.0,4018.0,986.0,3702.0,927.0,2.9293
201100.0,-118.14,34.03,44.0,2003.0,390.0,1291.0,392.0,4.0625
185400.0,-118.33,33.92,23.0,969.0,288.0,670.0,251.0,3.267
500001.0,-122.1,37.39,35.0,2471.0,349.0,881.0,342.0,7.6229
75900.0,-120.46,39.83,18.0,3406.0,673.0,1567.0,617.0,2.2717
327300.0,-118.46,34.03,27.0,1965.0,631.0,1042.0,596.0,2.75
341700.0,-116.42,33.76,14.0,16921.0,2837.0,2524.0,1262.0,7.6281
171400.0,-118.12,34.15,22.0,1671.0,480.0,1005.0,443.0,3.0119
140100.0,-117.9,34.11,37.0,1286.0,255.0,1047.0,249.0,4.2019
22500.0,-121.29,37.95,52.0,107.0,79.0,167.0,53.0,0.7917
500001.0,-119.63,34.44,37.0,3188.0,442.0,984.0,376.0,9.4522
241300.0,-118.98,34.16,16.0,2476.0,402.0,1251.0,387.0,5.7676
365800.0,-122.01,37.92,16.0,2638.0,345.0,1055.0,334.0,8.1163
104200.0,-120.43,36.18,29.0,579.0,116.0,218.0,99.0,2.1458
117200.0,-118.24,33.97,37.0,1212.0,314.0,1403.0,279.0,2.5536
350000.0,-122.42,37.77,52.0,2185.0,656.0,1266.0,626.0,2.7794
273200.0,-121.24,38.63,4.0,11021.0,1565.0,3857.0,1494.0,7.2582
111600.0,-117.69,34.0,28.0,707.0,154.0,561.0,129.0,2.5781
193800.0,-118.02,33.8,24.0,84.0,14.0,32.0,8.0,5.875
156700.0,-118.16,33.9,28.0,2410.0,616.0,2399.0,594.0,2.7339
87500.0,-119.7,36.75,11.0,3626.0,779.0,1819.0,731.0,2.4956
332100.0,-118.35,34.01,35.0,3776.0,733.0,1583.0,749.0,3.5486
109100.0,-117.1,32.67,26.0,2629.0,763.0,2721.0,767.0,2.0982
149600.0,-120.98,37.68,24.0,705.0,114.0,347.0,141.0,3.1912
500001.0,-122.54,37.96,44.0,1552.0,204.0,596.0,208.0,10.129
114300.0,-117.09,32.66,37.0,1232.0,330.0,1086.0,330.0,1.6389
304700.0,-122.82,38.44,23.0,1551.0,236.0,555.0,243.0,4.6792
267100.0,-117.91,33.91,24.0,2249.0,379.0,1015.0,385.0,4.9766
146100.0,-120.86,38.75,15.0,1533.0,300.0,674.0,287.0,2.5625
164000.0,-120.39,37.96,10.0,2554.0,501.0,922.0,439.0,2.1094
417100.0,-121.95,36.59,22.0,3553.0,530.0,1108.0,441.0,5.8505
291700.0,-121.94,37.94,26.0,1299.0,174.0,533.0,180.0,6.2296
78000.0,-117.27,34.1,9.0,3904.0,1042.0,3688.0,896.0,1.8022
350000.0,-118.23,34.0,35.0,167.0,60.0,267.0,55.0,1.5227
249600.0,-121.87,37.28,21.0,3305.0,749.0,2459.0,701.0,3.9688
318500.0,-118.01,34.16,47.0,1745.0,270.0,753.0,275.0,5.532
295200.0,-117.43,33.81,13.0,4770.0,718.0,1985.0,662.0,4.2273
276200.0,-119.79,34.43,26.0,3611.0,563.0,2089.0,540.0,5.1615
500001.0,-118.42,34.09,40.0,3552.0,392.0,1024.0,370.0,15.0001
500001.0,-118.56,34.25,31.0,1962.0,243.0,697.0,242.0,8.565
146200.0,-122.73,38.44,28.0,1073.0,241.0,652.0,238.0,2.4
188500.0,-118.09,34.07,31.0,1054.0,252.0,1032.0,258.0,2.3424
89000.0,-117.06,34.17,21.0,2520.0,582.0,416.0,151.0,2.712
105300.0,-118.88,35.34,20.0,1351.0,255.0,762.0,253.0,2.1111
202300.0,-118.11,34.07,19.0,3215.0,907.0,3072.0,870.0,2.3393
78800.0,-121.47,38.49,17.0,3595.0,790.0,2760.0,770.0,2.3233
112500.0,-121.28,38.55,35.0,7088.0,1279.0,4885.0,1272.0,2.6981
500001.0,-117.81,33.82,22.0,2898.0,335.0,1057.0,324.0,10.8111
500001.0,-122.45,37.79,52.0,3069.0,579.0,1107.0,536.0,5.5634
193800.0,-121.89,37.35,44.0,2019.0,615.0,1243.0,518.0,2.0549
159700.0,-117.16,32.8,37.0,422.0,79.0,211.0,80.0,3.0625
318800.0,-119.7,34.43,35.0,1402.0,369.0,654.0,385.0,2.6205
98700.0,-118.32,33.99,43.0,2028.0,479.0,1074.0,394.0,2.5909
124700.0,-117.08,32.74,26.0,2359.0,622.0,2067.0,581.0,1.8103
127300.0,-120.88,38.91,15.0,3876.0,778.0,1960.0,691.0,2.902
236800.0,-117.72,34.02,17.0,1781.0,262.0,860.0,256.0,6.5958
241300.0,-118.62,34.22,33.0,1636.0,275.0,866.0,289.0,5.6356
137500.0,-117.38,34.2,16.0,193.0,45.0,312.0,76.0,3.7578
178400.0,-118.19,33.97,34.0,2700.0,763.0,2815.0,767.0,2.4196
105600.0,-118.22,33.9,35.0,1649.0,424.0,1786.0,388.0,1.4091
235300.0,-122.06,37.6,22.0,3009.0,497.0,1640.0,514.0,4.625
175000.0,-118.26,34.06,15.0,326.0,123.0,490.0,105.0,1.4886
171700.0,-117.24,33.2,26.0,1701.0,404.0,989.0,367.0,2.5119
225000.0,-117.22,32.75,24.0,3914.0,985.0,2147.0,874.0,2.9735
92700.0,-119.09,36.35,21.0,3146.0,595.0,1580.0,513.0,2.7857
125000.0,-121.43,37.75,30.0,1912.0,451.0,1065.0,388.0,2.1424
108800.0,-117.46,34.1,7.0,1759.0,473.0,1064.0,328.0,1.9583
240200.0,-117.23,32.73,35.0,2914.0,683.0,1562.0,638.0,2.5259
135400.0,-122.09,37.66,40.0,1340.0,313.0,766.0,271.0,3.4722
156700.0,-121.7,37.93,19.0,2005.0,405.0,972.0,403.0,2.2216
180900.0,-117.02,32.81,26.0,1998.0,301.0,874.0,305.0,5.4544
