@relation concrete

@attribute ConcreteCompressiveStrength numeric
@attribute Cement numeric
@attribute  BlastFurnaceSlag numeric
@attribute  FlyAsh numeric
@attribute  Water numeric
@attribute  Superplasticizer numeric
@attribute  CoarseAggregate numeric
@attribute  FineAggregate numeric
@attribute  Age numeric

@data
32.099998,173.0,116.0,0.0,192.0,0.0,946.799988,856.799988,90.0
38.200001,173.5,50.099998,173.5,164.800003,6.5,1006.200012,793.5,28.0
41.200001,167.399994,129.899994,128.600006,175.5,7.8,1006.299988,746.599976,28.0
13.54,212.5,0.0,100.400002,159.300003,8.7,1007.799988,903.599976,3.0
15.52,167.0,75.400002,167.0,164.0,7.9,1007.299988,770.099976,3.0
61.919998,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0
37.91,166.0,260.0,0.0,183.0,13.0,859.0,827.0,28.0
39.610001,212.100006,0.0,121.599998,180.300003,5.7,1057.599976,779.299988,100.0
35.869999,298.100006,0.0,107.5,163.600006,12.8,953.200012,784.0,28.0
55.549999,385.0,0.0,136.0,158.0,20.0,903.0,768.0,28.0
10.79,183.899994,122.599998,0.0,203.5,0.0,959.200012,800.0,7.0
49.799999,323.700012,282.799988,0.0,183.800003,10.3,942.700012,659.900024,7.0
19.42,165.0,128.5,132.100006,175.100006,8.1,1005.799988,746.599976,3.0
71.300003,362.600006,189.0,0.0,164.899994,11.6,944.700012,755.799988,28.0
40.93,284.0,119.699997,0.0,168.300003,7.2,970.400024,794.200012,28.0
28.99,155.199997,183.899994,143.199997,193.800003,9.2,879.599976,698.5,28.0
39.84,162.0,207.0,172.0,216.0,10.0,822.0,638.0,28.0
43.380001,157.0,236.0,0.0,192.0,0.0,935.400024,781.200012,90.0
41.540001,264.5,111.0,86.5,195.5,5.9,832.599976,790.400024,28.0
24.92,250.0,0.0,95.699997,187.399994,5.5,956.900024,861.200012,14.0
24.9,212.100006,0.0,121.599998,180.300003,5.7,1057.599976,779.299988,28.0
60.290001,425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,28.0
39.060001,374.299988,0.0,0.0,190.199997,6.7,1013.200012,730.400024,28.0
35.75,359.0,19.0,141.0,154.0,10.9,942.0,801.0,7.0
58.799999,531.299988,0.0,0.0,141.800003,28.200001,852.099976,893.700012,56.0
60.290001,425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,28.0
40.599998,389.899994,189.0,0.0,145.899994,22.0,944.700012,755.799988,3.0
42.23,475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0
15.57,150.899994,0.0,183.899994,166.600006,11.6,991.200012,772.200012,28.0
26.74,302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0
13.52,331.0,0.0,0.0,192.0,0.0,879.0,825.0,3.0
33.310001,132.0,206.5,160.899994,178.899994,5.5,866.900024,735.599976,28.0
38.599998,214.899994,53.799999,121.900002,155.600006,9.6,1014.299988,780.599976,14.0
32.959999,149.5,236.0,0.0,175.800003,12.6,846.799988,892.700012,28.0
23.25,202.0,11.0,141.0,206.0,1.7,942.0,801.0,56.0
28.24,139.600006,209.399994,0.0,192.0,0.0,1047.0,806.900024,28.0
44.130001,500.100006,0.0,0.0,200.0,3.0,1124.400024,613.200012,28.0
64.900002,374.0,189.199997,0.0,170.100006,10.1,926.099976,756.700012,91.0
31.540001,230.0,0.0,118.300003,195.5,4.6,1029.400024,758.599976,56.0
52.52,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365.0
40.060001,317.899994,0.0,126.5,209.699997,5.7,860.5,736.599976,28.0
11.41,200.0,133.0,0.0,192.0,0.0,965.400024,806.200012,3.0
37.27,194.699997,0.0,100.5,170.199997,7.5,998.0,901.799988,28.0
43.580002,251.399994,0.0,118.300003,188.5,5.8,1028.400024,757.700012,100.0
32.919998,307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0
55.900002,362.600006,189.0,0.0,164.899994,11.6,944.700012,755.799988,7.0
74.5,389.899994,189.0,0.0,145.899994,22.0,944.700012,755.799988,28.0
29.98,350.0,0.0,0.0,203.0,0.0,974.0,775.0,56.0
31.35,212.0,0.0,124.800003,159.0,7.8,1085.400024,799.5,14.0
19.01,152.699997,144.699997,0.0,178.100006,8.0,999.700012,822.200012,28.0
32.959999,149.0,236.0,0.0,176.0,13.0,847.0,893.0,28.0
17.540001,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28.0
10.35,122.599998,183.899994,0.0,203.5,0.0,958.200012,800.099976,7.0
25.1,313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28.0
44.52,284.0,15.0,141.0,179.0,5.5,842.0,801.0,56.0
37.799999,475.0,118.800003,0.0,181.100006,8.9,852.099976,781.5,3.0
20.08,230.0,0.0,118.300003,195.5,4.6,1029.400024,758.599976,14.0
28.940001,133.100006,210.199997,0.0,195.699997,3.1,949.400024,795.299988,28.0
42.130001,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0
6.88,133.0,200.0,0.0,192.0,0.0,927.400024,839.200012,3.0
26.85,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28.0
32.720001,145.899994,230.5,0.0,202.5,3.4,827.0,871.799988,28.0
53.66,167.399994,129.899994,128.600006,175.5,7.8,1006.299988,746.599976,100.0
21.02,251.800003,0.0,99.900002,146.100006,12.4,1006.0,899.799988,3.0
53.689999,190.0,190.0,0.0,228.0,0.0,932.0,670.0,365.0
27.68,158.600006,148.899994,116.0,175.100006,15.0,953.299988,719.700012,28.0
29.219999,250.0,0.0,95.699997,187.399994,5.5,956.900024,861.200012,28.0
26.77,231.800003,0.0,121.599998,174.0,6.7,1056.400024,778.5,14.0
23.4,333.0,0.0,0.0,192.0,0.0,931.200012,842.599976,7.0
25.200001,318.799988,212.5,0.0,155.699997,14.3,852.099976,880.400024,3.0
38.610001,359.0,19.0,141.0,154.0,10.9,942.0,801.0,7.0
22.440001,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28.0
60.32,246.800003,0.0,125.099998,143.300003,12.0,1086.800049,800.900024,56.0
37.720001,332.5,142.5,0.0,228.0,0.0,932.0,594.0,90.0
26.200001,165.0,0.0,143.600006,163.800003,0.0,1005.599976,900.900024,28.0
24.1,337.899994,189.0,0.0,174.899994,9.5,944.700012,755.799988,3.0
37.27,218.899994,0.0,124.099998,158.5,11.3,1078.699951,794.900024,56.0
56.630001,214.899994,53.799999,121.900002,155.600006,9.6,1014.299988,780.599976,100.0
15.05,349.0,0.0,0.0,192.0,0.0,1047.0,806.900024,3.0
43.73,284.0,15.0,141.0,179.0,5.5,842.0,801.0,28.0
42.139999,288.399994,121.0,0.0,177.399994,7.0,907.900024,829.5,28.0
16.889999,157.0,236.0,0.0,192.0,0.0,935.400024,781.200012,7.0
66.779999,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56.0
81.75,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0
27.74,393.0,0.0,0.0,192.0,0.0,940.599976,785.599976,7.0
23.85,436.0,0.0,0.0,218.0,0.0,838.400024,719.700012,28.0
59.59,491.0,26.0,123.0,210.0,3.9,882.0,699.0,56.0
52.82,280.0,129.0,100.0,172.0,9.0,825.0,805.0,28.0
34.57,480.0,0.0,0.0,192.0,0.0,936.200012,712.200012,7.0
50.700001,388.600006,97.099998,0.0,157.899994,12.1,852.099976,925.700012,28.0
27.940001,181.899994,272.799988,0.0,185.699997,0.0,1012.400024,714.299988,28.0
42.639999,298.100006,0.0,107.0,186.399994,6.1,879.0,815.200012,28.0
39.400002,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0
12.46,155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28.0
39.939999,295.700012,0.0,95.599998,171.5,8.9,955.099976,859.200012,28.0
38.889999,339.0,0.0,0.0,197.0,0.0,968.0,781.0,365.0
77.300003,362.600006,189.0,0.0,164.899994,11.6,944.700012,755.799988,56.0
38.07,198.600006,132.399994,0.0,192.0,0.0,978.400024,825.5,90.0
12.79,192.0,288.0,0.0,192.0,0.0,929.799988,716.099976,3.0
33.080002,397.0,0.0,0.0,185.699997,0.0,1040.599976,734.299988,28.0
55.939999,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0
46.639999,213.699997,0.0,174.699997,154.800003,10.2,1053.5,776.400024,56.0
21.6,181.399994,0.0,167.0,169.600006,7.6,1055.599976,777.799988,14.0
50.77,213.699997,98.099998,24.5,181.699997,6.9,1065.800049,785.400024,56.0
42.799999,313.299988,262.200012,0.0,175.5,8.6,1046.900024,611.799988,7.0
11.98,251.399994,0.0,118.300003,192.899994,5.8,1043.599976,754.299988,3.0
43.57,277.0,117.0,91.0,191.0,7.0,946.0,666.0,28.0
12.47,212.100006,0.0,121.599998,180.300003,5.7,1057.599976,779.299988,3.0
40.869999,355.899994,0.0,141.600006,193.300003,11.0,801.400024,778.400024,28.0
35.34,190.699997,0.0,125.400002,162.100006,7.8,1090.0,804.0,56.0
39.700001,228.0,342.100006,0.0,185.699997,0.0,955.799988,674.299988,28.0
6.94,173.0,116.0,0.0,192.0,0.0,946.799988,856.799988,3.0
28.02,198.600006,132.399994,0.0,192.0,0.0,978.400024,825.5,28.0
11.39,173.0,116.0,0.0,192.0,0.0,946.799988,856.799988,7.0
39.23,168.0,42.099998,163.800003,121.800003,5.7,1058.699951,780.099976,100.0
17.200001,193.5,290.200012,0.0,185.699997,0.0,998.200012,704.299988,7.0
79.300003,362.600006,189.0,0.0,164.899994,11.6,944.700012,755.799988,91.0
56.139999,342.0,38.0,0.0,228.0,0.0,932.0,670.0,365.0
11.65,289.0,0.0,0.0,192.0,0.0,913.200012,895.299988,3.0
14.5,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7.0
17.84,213.800003,98.099998,24.5,181.699997,6.7,1066.0,785.5,14.0
29.450001,222.399994,0.0,96.699997,189.300003,4.5,967.099976,870.299988,56.0
42.619999,475.0,0.0,0.0,228.0,0.0,932.0,594.0,180.0
36.639999,251.399994,0.0,118.300003,188.5,6.4,1028.400024,757.700012,56.0
13.18,213.800003,98.099998,24.5,181.699997,6.7,1066.0,785.5,3.0
25.57,289.0,0.0,0.0,192.0,0.0,913.200012,895.299988,28.0
41.299999,531.299988,0.0,0.0,141.800003,28.200001,852.099976,893.700012,3.0
45.299999,310.0,142.800003,0.0,167.899994,10.0,914.299988,804.0,28.0
19.35,250.199997,166.800003,0.0,203.5,0.0,977.599976,694.099976,7.0
46.23,218.899994,0.0,124.099998,158.5,11.3,1078.699951,794.900024,100.0
20.59,108.300003,162.399994,0.0,203.5,0.0,938.200012,849.0,28.0
74.190002,475.0,118.800003,0.0,181.100006,8.9,852.099976,781.5,91.0
44.639999,213.5,0.0,174.199997,159.199997,11.7,1043.599976,771.900024,28.0
13.2,144.800003,0.0,133.600006,180.800003,11.1,979.5,811.5,28.0
36.450001,339.0,0.0,0.0,197.0,0.0,968.0,781.0,180.0
32.040001,339.0,0.0,0.0,197.0,0.0,968.0,781.0,28.0
40.860001,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0
31.809999,167.399994,129.899994,128.600006,175.5,7.8,1006.299988,746.599976,14.0
76.239998,275.0,180.0,120.0,162.0,10.4,830.0,765.0,28.0
24.43,251.399994,0.0,118.300003,188.5,6.4,1028.400024,757.700012,14.0
33.700001,277.0,0.0,0.0,191.0,0.0,968.0,856.0,360.0
8.54,158.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0
43.389999,194.699997,0.0,100.5,170.199997,7.5,998.0,901.799988,56.0
6.28,116.0,173.0,0.0,192.0,0.0,909.799988,891.900024,3.0
31.35,350.0,0.0,0.0,203.0,0.0,974.0,775.0,90.0
60.950001,252.300003,0.0,98.800003,146.300003,14.2,987.799988,889.0,100.0
21.65,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28.0
39.779999,332.5,142.5,0.0,228.0,0.0,932.0,594.0,180.0
72.989998,286.299988,200.899994,0.0,144.699997,11.2,1004.599976,803.700012,56.0
52.439999,313.0,161.0,0.0,178.0,10.0,917.0,759.0,28.0
19.01,153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28.0
40.759998,380.0,95.0,0.0,228.0,0.0,932.0,594.0,180.0
23.74,146.0,173.0,0.0,182.0,3.0,986.0,817.0,28.0
32.400002,260.899994,100.5,78.300003,200.600006,8.6,864.5,761.5,28.0
39.380001,450.100006,50.0,0.0,200.0,3.0,1124.400024,613.200012,28.0
17.540001,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7.0
74.699997,323.700012,282.799988,0.0,183.800003,10.3,942.700012,659.900024,28.0
31.030001,133.0,210.0,0.0,196.0,3.0,949.0,795.0,28.0
28.299999,323.700012,282.799988,0.0,183.800003,10.3,942.700012,659.900024,3.0
78.800003,451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28.0
55.650002,397.0,17.200001,158.0,167.0,20.799999,967.0,633.0,28.0
23.52,149.0,117.599998,91.699997,182.899994,7.1,953.400024,780.299988,28.0
43.380001,305.299988,203.5,0.0,203.5,0.0,965.400024,631.0,28.0
37.360001,155.600006,243.5,0.0,180.300003,10.7,1022.0,697.700012,28.0
16.879999,165.0,0.0,143.600006,163.800003,0.0,1005.599976,900.900024,14.0
47.099998,379.5,151.199997,0.0,153.899994,15.9,1134.300049,605.0,7.0
49.77,260.0,101.0,78.0,171.0,10.0,936.0,763.0,28.0
43.889999,480.0,0.0,0.0,192.0,0.0,936.0,721.0,28.0
55.900002,362.600006,189.0,0.0,164.899994,11.6,944.700012,755.799988,7.0
43.25,200.0,133.0,0.0,192.0,0.0,965.400024,806.200012,90.0
21.48,192.0,288.0,0.0,192.0,0.0,929.799988,716.099976,7.0
35.34,230.0,0.0,118.300003,195.5,4.6,1029.400024,758.599976,100.0
17.24,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0
67.309998,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0
15.34,218.899994,0.0,124.099998,158.5,11.3,1078.699951,794.900024,3.0
53.099998,380.0,0.0,0.0,228.0,0.0,932.0,670.0,180.0
39.32,192.0,288.0,0.0,192.0,0.0,929.799988,716.099976,28.0
48.970001,290.399994,0.0,96.199997,168.100006,9.4,961.200012,865.0,100.0
15.53,148.100006,0.0,182.100006,181.399994,15.0,838.900024,884.299988,28.0
57.23,475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28.0
31.18,322.200012,0.0,115.599998,196.0,10.4,817.900024,813.400024,28.0
25.219999,295.799988,0.0,0.0,185.699997,0.0,1091.400024,769.299988,28.0
36.970001,251.399994,0.0,118.300003,188.5,5.8,1028.400024,757.700012,56.0
23.889999,167.0,187.0,195.0,185.0,7.0,898.0,636.0,28.0
35.299999,362.600006,189.0,0.0,164.899994,11.6,944.700012,755.799988,3.0
44.330002,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0
28.629999,236.899994,91.699997,71.5,246.899994,6.0,852.900024,695.400024,28.0
44.029999,355.0,19.0,97.0,145.0,13.1,967.0,871.0,28.0
35.310001,160.199997,188.0,146.399994,203.199997,11.3,828.700012,709.700012,28.0
10.09,116.0,173.0,0.0,192.0,0.0,909.799988,891.900024,7.0
13.46,151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28.0
29.790001,254.0,0.0,0.0,198.0,0.0,968.0,863.0,365.0
9.87,310.0,0.0,0.0,192.0,0.0,971.0,850.599976,3.0
46.93,190.0,190.0,0.0,228.0,0.0,932.0,670.0,180.0
39.580002,393.0,0.0,0.0,192.0,0.0,940.0,758.0,28.0
8.0,186.199997,124.099998,0.0,185.699997,0.0,1083.400024,764.299988,7.0
32.07,289.0,0.0,0.0,192.0,0.0,913.200012,895.299988,90.0
48.279999,277.100006,0.0,97.400002,160.600006,11.8,973.900024,875.599976,28.0
33.189999,122.599998,183.899994,0.0,203.5,0.0,958.200012,800.099976,90.0
47.779999,236.0,157.0,0.0,192.0,0.0,972.599976,749.099976,90.0
65.199997,425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,91.0
17.17,200.0,133.0,0.0,192.0,0.0,965.400024,806.200012,7.0
13.12,251.399994,0.0,118.300003,188.5,6.4,1028.400024,757.700012,3.0
15.42,143.600006,0.0,174.899994,158.399994,17.9,942.700012,844.5,28.0
42.130001,475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0
36.799999,313.299988,0.0,113.0,178.5,8.0,1001.900024,688.700012,28.0
40.869999,356.0,0.0,142.0,193.0,11.0,801.0,778.0,28.0
29.16,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0
25.120001,359.0,19.0,141.0,154.0,10.9,942.0,801.0,3.0
44.869999,336.5,0.0,0.0,181.899994,3.4,985.799988,816.799988,28.0
44.860001,336.0,0.0,0.0,182.0,3.0,986.0,817.0,28.0
51.040001,277.100006,0.0,97.400002,160.600006,11.8,973.900024,875.599976,56.0
33.490002,491.0,26.0,123.0,210.0,3.9,882.0,699.0,7.0
22.35,116.0,173.0,0.0,192.0,0.0,909.799988,891.900024,28.0
35.080002,427.5,47.5,0.0,228.0,0.0,932.0,594.0,7.0
25.08,236.0,0.0,0.0,193.0,0.0,968.0,885.0,365.0
24.450001,222.399994,0.0,96.699997,189.300003,4.5,967.099976,870.299988,14.0
40.23,213.800003,98.099998,24.5,181.699997,6.7,1066.0,785.5,28.0
68.5,401.799988,94.699997,0.0,147.399994,11.4,946.799988,852.099976,28.0
21.75,302.0,0.0,0.0,203.0,0.0,974.0,817.0,28.0
26.23,153.100006,145.0,113.0,178.5,8.0,867.200012,824.0,28.0
21.92,228.0,342.100006,0.0,185.699997,0.0,955.799988,674.299988,7.0
13.57,236.0,157.0,0.0,192.0,0.0,972.599976,749.099976,3.0
77.300003,362.600006,189.0,0.0,164.899994,11.6,944.700012,755.799988,56.0
43.060001,376.0,0.0,0.0,214.600006,0.0,1003.5,762.400024,100.0
24.07,382.5,0.0,0.0,185.699997,0.0,1047.800049,739.299988,7.0
33.419998,303.600006,139.899994,0.0,213.5,6.2,895.5,722.5,28.0
52.299999,405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28.0
26.049999,218.899994,0.0,124.099998,158.5,11.3,1078.699951,794.900024,14.0
22.9,362.600006,189.0,0.0,164.899994,11.6,944.700012,755.799988,7.0
31.870001,298.0,0.0,107.0,210.0,11.0,880.0,744.0,28.0
30.440001,200.0,133.0,0.0,192.0,0.0,965.400024,806.200012,28.0
64.900002,425.0,106.300003,0.0,151.399994,18.6,936.0,803.700012,56.0
23.639999,359.0,19.0,141.0,154.0,10.9,942.0,801.0,3.0
67.870003,250.0,180.0,95.0,159.0,9.5,860.0,800.0,28.0
64.900002,313.299988,262.200012,0.0,175.5,8.6,1046.900024,611.799988,56.0
79.300003,362.600006,189.0,0.0,164.899994,11.6,944.700012,755.799988,91.0
14.94,167.399994,129.899994,128.600006,175.5,7.8,1006.299988,746.599976,3.0
35.23,139.699997,163.899994,127.699997,236.699997,5.8,868.599976,655.599976,28.0
44.610001,141.899994,166.600006,129.699997,173.5,10.9,882.599976,785.299988,28.0
33.049999,157.0,214.0,152.0,200.0,9.0,819.0,704.0,28.0
32.759998,159.0,187.0,0.0,176.0,11.0,990.0,789.0,28.0
44.389999,313.0,145.0,0.0,178.0,8.0,867.0,824.0,28.0
69.660004,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0
31.27,182.0,45.200001,122.0,170.199997,8.2,1059.400024,780.700012,28.0
32.66,251.399994,0.0,118.300003,188.5,6.4,1028.400024,757.700012,28.0
22.49,381.399994,0.0,0.0,185.699997,0.0,1104.599976,784.299988,28.0
44.209999,251.399994,0.0,118.300003,188.5,6.4,1028.400024,757.700012,100.0
71.699997,439.0,177.0,0.0,186.0,11.1,884.900024,707.900024,56.0
53.299999,380.0,0.0,0.0,228.0,0.0,932.0,670.0,270.0
16.110001,288.0,192.0,0.0,192.0,0.0,932.0,717.799988,3.0
39.59,238.100006,0.0,94.099998,186.699997,7.0,949.900024,847.0,56.0
36.25,237.5,237.5,0.0,228.0,0.0,932.0,594.0,180.0
40.290001,424.0,22.0,132.0,168.0,8.9,822.0,750.0,7.0
39.16,178.0,129.800003,118.599998,179.899994,3.6,1007.299988,746.799988,28.0
34.669998,290.399994,0.0,96.199997,168.100006,9.4,961.200012,865.0,14.0
37.419998,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28.0
8.49,250.0,0.0,95.699997,191.800003,5.3,948.900024,857.200012,3.0
46.799999,425.0,106.300003,0.0,151.399994,18.6,936.0,803.700012,7.0
24.85,190.300003,0.0,125.199997,166.600006,9.9,1079.0,798.900024,28.0
10.34,238.100006,0.0,0.0,185.699997,0.0,1118.800049,789.299988,7.0
22.950001,295.700012,0.0,95.599998,171.5,8.9,955.099976,859.200012,3.0
15.03,212.0,141.300003,0.0,203.5,0.0,973.400024,750.0,7.0
23.799999,275.100006,0.0,121.400002,159.5,9.9,1053.599976,777.5,3.0
57.209999,321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0
33.400002,425.0,106.300003,0.0,153.5,16.5,852.099976,887.099976,3.0
42.029999,249.100006,0.0,98.800003,158.100006,12.8,987.799988,889.0,56.0
61.459999,387.0,20.0,94.0,157.0,11.6,938.0,845.0,56.0
25.42,239.600006,359.399994,0.0,185.699997,0.0,941.599976,664.299988,7.0
40.93,284.0,120.0,0.0,168.0,7.0,970.0,794.0,28.0
21.950001,236.0,0.0,0.0,194.0,0.0,968.0,885.0,90.0
35.299999,362.600006,189.0,0.0,164.899994,11.6,944.700012,755.799988,3.0
37.34,194.699997,0.0,100.5,165.600006,7.5,1006.400024,905.900024,100.0
27.68,159.0,149.0,116.0,175.0,15.0,953.0,720.0,28.0
39.380001,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120.0
56.610001,331.0,170.0,0.0,195.0,8.0,811.0,802.0,28.0
18.030001,164.600006,0.0,150.399994,181.600006,11.7,1023.299988,728.900024,28.0
45.709999,213.699997,98.099998,24.5,181.699997,6.9,1065.800049,785.400024,28.0
15.57,151.0,0.0,184.0,167.0,12.0,991.0,772.0,28.0
40.060001,318.0,0.0,126.0,210.0,6.0,861.0,737.0,28.0
39.360001,139.600006,209.399994,0.0,192.0,0.0,1047.0,806.900024,90.0
30.120001,304.799988,0.0,99.599998,196.0,9.8,959.400024,705.200012,28.0
34.900002,388.600006,97.099998,0.0,157.899994,12.1,852.099976,925.700012,7.0
45.700001,375.0,93.800003,0.0,126.599998,23.4,852.099976,992.599976,7.0
18.02,214.899994,53.799999,121.900002,155.600006,9.6,1014.299988,780.599976,3.0
14.99,310.0,0.0,0.0,192.0,0.0,970.0,850.0,7.0
41.16,250.0,0.0,95.699997,191.800003,5.3,948.900024,857.200012,100.0
24.280001,173.0,116.0,0.0,192.0,0.0,946.799988,856.799988,28.0
41.540001,265.0,111.0,86.0,195.0,6.0,833.0,790.0,28.0
39.639999,250.0,0.0,95.699997,191.800003,5.3,948.900024,857.200012,56.0
65.699997,424.0,22.0,132.0,178.0,8.5,822.0,750.0,56.0
33.400002,252.100006,97.099998,75.599998,193.800003,8.3,835.5,821.400024,28.0
59.889999,337.899994,189.0,0.0,174.899994,9.5,944.700012,755.799988,56.0
40.150002,213.699997,0.0,174.699997,154.800003,10.2,1053.5,776.400024,28.0
24.58,149.0,153.0,194.0,192.0,8.0,935.0,623.0,28.0
19.200001,393.0,0.0,0.0,192.0,0.0,940.599976,785.599976,3.0
31.35,229.699997,0.0,118.199997,195.199997,6.1,1028.099976,757.599976,56.0
27.870001,133.0,200.0,0.0,192.0,0.0,927.400024,839.200012,28.0
51.259998,213.5,0.0,174.199997,159.199997,11.7,1043.599976,771.900024,56.0
44.700001,139.600006,209.399994,0.0,192.0,0.0,1047.0,806.900024,360.0
33.610001,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0
26.91,238.199997,158.800003,0.0,185.699997,0.0,1040.599976,734.299988,28.0
31.120001,168.899994,42.200001,124.300003,158.300003,10.8,1080.800049,796.200012,28.0
47.709999,277.200012,97.800003,24.5,160.699997,11.2,1061.699951,782.5,14.0
14.8,295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7.0
43.700001,427.5,47.5,0.0,228.0,0.0,932.0,594.0,365.0
52.009998,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0
21.059999,190.699997,0.0,125.400002,162.100006,7.8,1090.0,804.0,14.0
66.599998,313.299988,262.200012,0.0,175.5,8.6,1046.900024,611.799988,91.0
32.900002,167.0,75.400002,167.0,164.0,7.9,1007.299988,770.099976,14.0
62.049999,424.0,22.0,132.0,178.0,8.5,822.0,750.0,28.0
45.369999,251.800003,0.0,99.900002,146.100006,12.4,1006.0,899.799988,100.0
24.389999,480.0,0.0,0.0,192.0,0.0,936.0,721.0,3.0
4.57,102.0,153.0,0.0,192.0,0.0,887.0,942.0,3.0
15.52,148.0,0.0,182.0,181.0,15.0,839.0,884.0,28.0
28.629999,237.0,92.0,71.0,247.0,6.0,853.0,695.0,28.0
48.790001,393.0,0.0,0.0,192.0,0.0,940.0,758.0,90.0
54.279999,480.0,0.0,0.0,192.0,0.0,936.0,721.0,90.0
33.419998,304.0,140.0,0.0,214.0,6.0,895.0,722.0,28.0
26.139999,144.0,136.0,106.0,178.0,7.0,941.0,774.0,28.0
22.75,387.0,20.0,94.0,157.0,14.3,938.0,845.0,3.0
41.049999,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180.0
41.240002,331.0,0.0,0.0,192.0,0.0,978.0,825.0,360.0
56.5,379.5,151.199997,0.0,153.899994,15.9,1134.300049,605.0,91.0
37.810001,210.699997,316.100006,0.0,185.699997,0.0,977.0,689.299988,28.0
26.969999,136.0,196.0,98.0,199.0,6.0,847.0,783.0,28.0
13.2,145.0,0.0,134.0,181.0,11.0,979.0,812.0,28.0
36.299999,376.0,0.0,0.0,214.600006,0.0,1003.5,762.400024,56.0
26.860001,152.600006,238.699997,0.0,200.0,6.3,1001.799988,683.900024,28.0
